name,slug,address,location_id,court_count,surface_type,is_free,has_lights,has_restrooms,has_parking,nets_provided,latitude,longitude,description
Bill Robertson Park Beach Volleyball Courts,bill-robertson-park-beach-volleyball-courts-okotoks,"1400 North Railway St, Okotoks, AB",ca_ab_calgary,4,sand,true,false,true,true,true,50.7204977,-113.9579476,"Four seasonal public sand courts with town-installed nets, normally open May through mid-October."
Sylvan Lake Pier Beach Volleyball Courts,sylvan-lake-pier-beach-volleyball-courts-sylvan-lake,"5000 Lakeshore Dr, Sylvan Lake, AB",ca_ab_sylvan,9,sand,false,false,true,true,true,52.3191193,-114.1166624,"Nine reservable outdoor beach volleyball courts at the Sylvan Lake pier; paid lakefront parking applies."
South Bear Creek Beach Volleyball Courts,south-bear-creek-beach-volleyball-courts-grande-prairie,"6125 100 St, Grande Prairie, AB T8V 0P1",ca_ab_grande_prairie,8,sand,false,false,true,true,true,55.1946083,-118.7949699,"Eight beach courts at South Bear Creek Park for the 2026 Grande Prairie league season."
Baie de Beauport Beach Volleyball Court,baie-de-beauport-beach-volleyball-quebec-city,"1 Boulevard Henri-Bourassa, Québec, QC",ca_qc_quebec,1,sand,false,false,false,true,false,46.832224,-71.219309,"Single beach volleyball court with walk-in access; paid admission and parking."
Centre de plein air de Beauport Beach Volleyball Court,centre-plein-air-beauport-beach-volleyball-quebec-city,"95 Rue de la Sérénité, Québec, QC",ca_qc_quebec,1,sand,true,false,false,true,false,46.9021279,-71.1706252,"Single public beach volleyball court available for walk-in play."
Parc de la Bourrasque Beach Volleyball Court,parc-bourrasque-beach-volleyball-quebec-city,"3320 Avenue Mallet, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8636952,-71.2286250,"Single seasonal municipal beach volleyball court."
Parc de la Charmotte Beach Volleyball Court,parc-charmotte-beach-volleyball-quebec-city,"320 Rue de la Charmotte, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8819356,-71.2046618,"Single seasonal municipal beach volleyball court."
Parc Noël-Langlois Beach Volleyball Courts,parc-noel-langlois-beach-volleyball-quebec-city,"99 Rue de la Terrasse-Orléans, Québec, QC",ca_qc_quebec,5,sand,true,false,false,false,false,46.865445,-71.174645,"Five seasonal beach volleyball courts with weekday leagues and public play when available."
Parc Chabot Mini Beach Volleyball Court,parc-chabot-mini-beach-volleyball-quebec-city,"1641 Avenue Colmar, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8761362,-71.2698206,"One mini-volleyball sand court; not a full regulation beach court."
Parc Guillaume-Mathieu Beach Volleyball Court,parc-guillaume-mathieu-beach-volleyball-quebec-city,"720 Avenue de la Gironde, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8730401,-71.2665955,"Single seasonal municipal beach volleyball court."
Parc Henri-Casault Beach Volleyball Court,parc-henri-casault-beach-volleyball-quebec-city,"5395 4e Avenue Ouest, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8439161,-71.2641184,"Single seasonal municipal beach volleyball court."
Parc Maria-Goretti Beach Volleyball Court,parc-maria-goretti-beach-volleyball-quebec-city,"7475 Avenue Paul-Comtois, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8556935,-71.2718821,"Single seasonal municipal beach volleyball court."
Parc Maurice-Dorion Beach Volleyball Court,parc-maurice-dorion-beach-volleyball-quebec-city,"8805 Avenue Jean-Paquin, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8626295,-71.2796310,"Single seasonal municipal beach volleyball court."
Parc Maurice-Lortie Beach Volleyball Court,parc-maurice-lortie-beach-volleyball-quebec-city,"136 50e Rue Est, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8482760,-71.2497761,"Single seasonal municipal beach volleyball court."
Parc Saint-Jérôme Beach Volleyball Courts,parc-saint-jerome-beach-volleyball-quebec-city,"585 64e Rue Est, Québec, QC",ca_qc_quebec,3,sand,true,false,false,false,false,46.8562294,-71.2522263,"Three seasonal municipal beach volleyball courts."
Parc Saint-Viateur Mini Beach Volleyball Courts,parc-saint-viateur-mini-beach-volleyball-quebec-city,"705 Rue Saint-Viateur, Québec, QC",ca_qc_quebec,2,sand,true,false,false,false,false,46.8791815,-71.2418936,"Two mini-volleyball sand courts; not full regulation beach courts."
Parc Dollard-Des Ormeaux Beach Volleyball Courts,parc-dollard-des-ormeaux-beach-volleyball-quebec-city,"380 Rue de Verdun, Québec, QC G1N 3N8",ca_qc_quebec,9,sand,true,false,false,true,false,46.803926,-71.246160,"Nine seasonal beach volleyball courts with weekday leagues; one remains available to the public at all times."
Parc Ferland Beach Volleyball Court,parc-ferland-beach-volleyball-quebec-city,"1600 8e Avenue, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8324533,-71.2287121,"Single seasonal beach volleyball court with Tuesday and Thursday evening leagues."
Parc Karim-Ouellet Beach Volleyball Courts,parc-karim-ouellet-beach-volleyball-quebec-city,"100 Chemin Sainte-Foy, Québec, QC",ca_qc_quebec,2,sand,true,false,false,false,false,46.8067247,-71.2285802,"Two seasonal beach volleyball courts with Tuesday and Thursday evening leagues."
Parc Victoria Beach Volleyball Courts,parc-victoria-beach-volleyball-quebec-city,"6 Rue Robert-Rumily, Québec, QC",ca_qc_quebec,2,sand,true,false,false,true,false,46.8178095,-71.2358979,"Two seasonal beach volleyball courts with Monday through Thursday evening leagues."
Place de la Rivière-Sans-Bruit Beach Volleyball Court,riviere-sans-bruit-beach-volleyball-quebec-city,"25 Rue de Courcelette, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8118280,-71.2483435,"Single free-access beach volleyball court northwest of the Sacré-Coeur community garden."
Base de plein air La Découverte Beach Volleyball Court,la-decouverte-beach-volleyball-quebec-city,"10 Rue de la Découverte, Québec, QC",ca_qc_quebec,1,sand,true,false,false,true,false,46.8293932,-71.4557765,"Single seasonal beach volleyball court at Base de plein air La Découverte."
Parc des Sureaux Beach Volleyball Court,parc-des-sureaux-beach-volleyball-quebec-city,"9198 Rue de l'Actif, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8295897,-71.3590075,"Single free-access beach volleyball court."
Parc du Château-d'Eau Beach Volleyball Court,parc-chateau-eau-beach-volleyball-quebec-city,"3165 Rue du Golf, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8542363,-71.3876730,"Single free-access beach volleyball court."
Parc Jules-Émond Beach Volleyball Court,parc-jules-emond-beach-volleyball-quebec-city,"1045 Rue des Collégiens, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.8416200,-71.4288941,"Single seasonal municipal beach volleyball court."
Base de plein air de Sainte-Foy Beach Volleyball Courts,base-plein-air-sainte-foy-beach-volleyball-quebec-city,"3137 Rue Laberge, Québec, QC",ca_qc_quebec,2,sand,true,false,false,true,false,46.7864717,-71.3342237,"Two seasonal beach volleyball courts with Monday through Thursday evening leagues."
Parc Claude-Germain Beach Volleyball Court,parc-claude-germain-beach-volleyball-quebec-city,"200 Rue Huot, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7661678,-71.3786288,"Single seasonal municipal beach volleyball court."
Parc de la Falaise Beach Volleyball Court,parc-falaise-beach-volleyball-quebec-city,"1615 Côte à Gignac, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7666420,-71.2669249,"Single seasonal beach volleyball court with Wednesday evening league play."
Parc des Écores Beach Volleyball Court,parc-des-ecores-beach-volleyball-quebec-city,"4001 Rue Charles-A.-Roy, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7598919,-71.3523745,"Single seasonal beach volleyball court with Monday and Wednesday evening leagues."
Parc des Sources Beach Volleyball Court,parc-des-sources-beach-volleyball-quebec-city,"1140 Rue du Capitaine-Bernier, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7668823,-71.3622181,"Single seasonal municipal beach volleyball court."
Parc Kiwanis Beach Volleyball Court,parc-kiwanis-beach-volleyball-quebec-city,"1818 Avenue Jules-Verne, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7752864,-71.3604336,"Single seasonal municipal beach volleyball court."
Parc Raymond-De Rosa Beach Volleyball Court,parc-raymond-de-rosa-beach-volleyball-quebec-city,"3224 Rue Armand-Hamelin, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7565513,-71.3080000,"Single seasonal municipal beach volleyball court."
Parc Robitaille Beach Volleyball Court,parc-robitaille-beach-volleyball-quebec-city,"1585 Rue de La Peltrie, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7809002,-71.3576238,"Single seasonal municipal beach volleyball court."
Parc Saint-Benoît Beach Volleyball Court,parc-saint-benoit-beach-volleyball-quebec-city,"3454 Rue Rochambeau, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7659351,-71.3261714,"Single seasonal municipal beach volleyball court."
Parc Sainte-Geneviève Beach Volleyball Court,parc-sainte-genevieve-beach-volleyball-quebec-city,"3200 Avenue D'Amours, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7748202,-71.3196508,"Single seasonal municipal beach volleyball court."
Parc Saint-Jean-Baptiste-De La Salle Beach Volleyball Courts,parc-saint-jean-baptiste-de-la-salle-beach-volleyball-quebec-city,"2608 Rue Biencourt, Québec, QC",ca_qc_quebec,2,sand,true,false,false,false,false,46.7843464,-71.2955960,"Two seasonal beach volleyball courts with evening leagues Sunday through Friday."
Parc Saint-Mathieu Beach Volleyball Court,parc-saint-mathieu-beach-volleyball-quebec-city,"1000 Rue de Bar-le-Duc, Québec, QC",ca_qc_quebec,1,sand,true,false,false,false,false,46.7689801,-71.3073204,"Single seasonal municipal beach volleyball court."
École secondaire de Neufchâtel Beach Volleyball Courts,ecole-neufchatel-beach-volleyball-quebec-city,"3600 Avenue Chauveau, Québec, QC",ca_qc_quebec,3,sand,true,false,false,true,false,46.8359480,-71.3478011,"Three free-access beach volleyball courts; school use has priority weekdays before 6 p.m."
Shefford Sports Park Beach Volleyball Courts,shefford-sports-park-beach-volleyball-ottawa,"815 Shefford Rd, Ottawa, ON",ca_on_ottawa,24,sand,true,false,false,true,false,45.457978,-75.589670,"Twenty-four public sand volleyball courts at Shefford Sports Park."
Constance Buckham's Bay Park Sand Volleyball Court,constance-buckhams-bay-sand-volleyball-ottawa,"262 Len Purcell Dr, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,true,false,45.499241,-76.092636,"Single public sand volleyball court at the Constance and Buckham's Bay Community Centre park."
Barrington Park Sand Volleyball Court,barrington-park-sand-volleyball-ottawa,"1705 Orléans Blvd, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.457284,-75.522008,"Single public sand volleyball court."
Roy Park Sand Volleyball Court,roy-park-sand-volleyball-ottawa,"6210 Meadowglen Dr, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.450465,-75.530024,"Single public sand volleyball court."
Gérald Poulin Park Sand Volleyball Court,gerald-poulin-park-sand-volleyball-ottawa,"1899 Du Clairvaux Rd, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.443806,-75.539135,"Single public sand volleyball court."
Pierre Rocque Park Sand Volleyball Court,pierre-rocque-park-sand-volleyball-ottawa,"1257 Joseph-Drouin Ave, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.474401,-75.525492,"Single public sand volleyball court."
Joe Jamieson Park Sand Volleyball Court,joe-jamieson-park-sand-volleyball-ottawa,"6940 Bilberry Dr, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.481298,-75.523596,"Single public sand volleyball court."
Big Bird Park Sand Volleyball Court,big-bird-park-sand-volleyball-ottawa,"936 Lawnsberry Dr, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.486566,-75.507994,"Single public sand volleyball court."
Tony Graham Community Park Sand Volleyball Courts,tony-graham-community-park-sand-volleyball-ottawa,"100 Charlie Rogers Pl, Ottawa, ON",ca_on_ottawa,2,sand,true,false,false,true,false,45.294621,-75.902290,"Two public sand volleyball courts."
Windsor Park Gloucester Sand Volleyball Court,windsor-park-gloucester-sand-volleyball-ottawa,"3560 Wyman Pl, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.345000,-75.659676,"Single public sand volleyball court."
Marchand Park Sand Volleyball Court,marchand-park-sand-volleyball-ottawa,"1157 Kenaston St, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.418365,-75.624712,"Single public sand volleyball court."
Corkstown Park Sand Volleyball Court,corkstown-park-sand-volleyball-ottawa,"61 Corkstown Rd, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.346475,-75.827087,"Single public sand volleyball court."
Medhurst Park Sand Volleyball Court,medhurst-park-sand-volleyball-ottawa,"72 Medhurst Dr, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.335972,-75.745506,"Single public sand volleyball court."
General Burns Park Sand Volleyball Court,general-burns-park-sand-volleyball-ottawa,"107 Chesterton Dr, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.351706,-75.719711,"Single public sand volleyball court."
Queenswood Ridge Park Sand Volleyball Court,queenswood-ridge-park-sand-volleyball-ottawa,"346 Kennedy Lane E, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.478287,-75.504389,"Single public sand volleyball court."
Woodburn Park Sand Volleyball Court,woodburn-park-sand-volleyball-ottawa,"1819 Stonehenge Cres, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.419854,-75.603979,"Single public sand volleyball court."
Dogwood Park Sand Volleyball Court,dogwood-park-sand-volleyball-ottawa,"2890 Munster Rd, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,true,false,45.163493,-75.940110,"Single public sand volleyball court at Dogwood Park and Munster Hamlet Community Centre."
Entrance Park Sand Volleyball Court,entrance-park-sand-volleyball-ottawa,"2 Eaton St, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.325896,-75.817046,"Single public sand volleyball court."
Kenmore Bicentennial Park Sand Volleyball Court,kenmore-bicentennial-park-sand-volleyball-ottawa,"3151 Yorks Corners Rd, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,true,false,45.234038,-75.417145,"Single public sand volleyball court."
Egbert Reitsma Parkette Sand Volleyball Court,egbert-reitsma-parkette-sand-volleyball-ottawa,"100 Clifford Campbell St, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.469471,-76.205757,"Single public sand volleyball court."
Greely West Park Sand Volleyball Court,greely-west-park-sand-volleyball-ottawa,"6485 Greely West Dr, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.249671,-75.598682,"Single public sand volleyball court."
Plouffe Park Sand Volleyball Court,plouffe-park-sand-volleyball-ottawa,"930 Somerset St W, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.407343,-75.714792,"Single public sand volleyball court."
Ludger Landry Park Sand Volleyball Court,ludger-landry-park-sand-volleyball-ottawa,"4825 Piperville Rd, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,false,false,45.346431,-75.518803,"Single public sand volleyball court."
Cardinal Creek Community Park Sand Volleyball Court,cardinal-creek-community-park-sand-volleyball-ottawa,"1825 Trim Rd, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,true,false,45.478135,-75.459317,"Single public sand volleyball court."
St-Laurent Complex Sand Volleyball Courts,st-laurent-complex-sand-volleyball-ottawa,"525 Côté St, Ottawa, ON",ca_on_ottawa,2,sand,true,false,true,true,false,45.436799,-75.648064,"Two public sand volleyball courts at the St-Laurent Complex and Don Gamble Community Centre."
Racette Park Sand Volleyball Courts,racette-park-sand-volleyball-ottawa,"1410 Henri Lauzon St, Ottawa, ON",ca_on_ottawa,2,sand,true,false,false,false,false,45.462633,-75.535633,"Two public sand volleyball courts."
Osgoode Village Park Sand Volleyball Court,osgoode-village-park-sand-volleyball-ottawa,"5701 Philip St, Ottawa, ON",ca_on_ottawa,1,sand,true,false,false,true,false,45.148769,-75.599966,"Single public sand volleyball court."
Pemamkiaq Beach Volleyball Courts,pemamkiaq-beach-volleyball-courts-dartmouth,"261 Commodore Dr, Dartmouth, NS B3B 0L7",ca_ns_halifax,12,sand,false,false,false,true,true,44.7031343,-63.5761347,"Twelve beach courts with current 2026 programming and rentals; limited free public hours are offered during summer."
Tea Hill Park Beach Volleyball Court,tea-hill-park-beach-volleyball-court-stratford,"492 Keppoch Rd, Stratford, PE C1B 2J9",ca_pe_charlottetown,1,sand,true,false,true,true,false,46.1983161,-63.0640372,"Single public beach volleyball court at Tea Hill Park."
Willie O'Ree Place Beach Volleyball Courts,willie-oree-place-beach-volleyball-courts-fredericton,"605 Cliffe St, Fredericton, NB E3A 5V2",ca_nb_fredericton,7,sand,true,false,true,true,false,45.9792547,-66.6176052,"Seven free public beach volleyball courts, open and bookable in 2026."
Little River Reservoir Beach Volleyball Court,little-river-reservoir-beach-volleyball-court-saint-john,"1800 Loch Lomond Rd, Saint John, NB E2N 1H3",ca_nb_saint_john,1,sand,true,false,false,true,true,45.3330852,-65.9015838,"Single public beach volleyball court opened in June 2025, available sunrise to sunset without booking."
Paradise Park Beach Volleyball Courts,paradise-park-beach-volleyball-courts-newfoundland,"1 Sarah Davis Way, Paradise, NL A1L 0A6",ca_nl_st_johns,2,sand,true,false,true,true,true,47.5211233,-52.8713895,"Two public sand courts with full-size nets, open daily from 9 a.m. to 9 p.m."
Pima Park Sand Volleyball Court,pima-park-sand-volleyball-court-scottsdale,"8600 E Thomas Rd, Scottsdale, AZ 85251",az_phoenix,1,sand,true,true,true,false,false,33.4804590,-111.8958810,"Single lighted public sand volleyball court."
Rio Montaña Park Sand Volleyball Court,rio-montana-park-sand-volleyball-court-scottsdale,"11180 N 132nd St, Scottsdale, AZ 85259",az_phoenix,1,sand,true,true,true,false,false,33.5876630,-111.7975590,"Single lighted public sand volleyball court."
Aztec Park Sand Volleyball Courts,aztec-park-sand-volleyball-courts-scottsdale,"13636 N 100th St, Scottsdale, AZ 85260",az_phoenix,2,sand,true,false,true,false,false,33.6105493,-111.8639824,"Two public sand volleyball courts."
Grayhawk Park Sand Volleyball Courts,grayhawk-park-sand-volleyball-courts-scottsdale,"20726 N 76th St, Scottsdale, AZ 85255",az_phoenix,2,sand,true,true,true,false,false,33.6742035,-111.9180495,"Two lighted public sand volleyball courts."
Thunderbird Park Sand Volleyball Court,thunderbird-park-sand-volleyball-court-scottsdale,"9170 E Thunderbird Rd, Scottsdale, AZ 85260",az_phoenix,1,sand,true,true,true,false,false,33.6116530,-111.8827000,"Single lighted public sand volleyball court."
Agua Linda Park Sand Volleyball Court,agua-linda-park-sand-volleyball-court-scottsdale,"8732 E McDonald Dr, Scottsdale, AZ 85250",az_phoenix,1,sand,true,false,true,false,false,33.5246369,-111.8928111,"Single public sand volleyball court."
Cottonwood Park Sand Volleyball Courts,cottonwood-park-sand-volleyball-courts-salt-lake-city,"1580 W North Star Dr, Salt Lake City, UT 84116",ut_slc,2,sand,true,false,true,true,false,40.7778310,-111.9371508,"Two public sand volleyball courts."
Poplar Grove Park Sand Volleyball Court,poplar-grove-park-sand-volleyball-court-salt-lake-city,"800 S Emery St, Salt Lake City, UT 84104",ut_slc,1,sand,true,false,true,true,false,40.7525985,-111.9253206,"Single public sand volleyball court."
Westpointe Park Sand Volleyball Court,westpointe-park-sand-volleyball-court-salt-lake-city,"1155 Colonel Rd, Salt Lake City, UT 84116",ut_slc,1,sand,true,false,true,true,false,40.7946328,-111.9463804,"Single public sand volleyball court."
Bohemian Flats Park Sand Courts,bohemian-flats-park-sand-courts-minneapolis,"2150 West River Pkwy, Minneapolis, MN 55454",mn_minn,3,sand,true,false,false,true,true,44.9752022,-93.2409003,"Three public sand volleyball courts used by current park leagues."
Bottineau Park Sand Volleyball Court,bottineau-park-sand-volleyball-court-minneapolis,"2000 2nd St NE, Minneapolis, MN 55418",mn_minn,1,sand,true,false,false,true,true,45.0087619,-93.2669245,"Single public sand volleyball court used by current park leagues."
Beltrami Park Sand Volleyball Court,beltrami-park-sand-volleyball-court-minneapolis,"1111 Summer St NE, Minneapolis, MN 55413",mn_minn,1,sand,true,false,false,true,false,44.9977976,-93.2435660,"Single public sand volleyball court."
Waite Park Sand Volleyball Court,waite-park-sand-volleyball-court-minneapolis,"1810 34th Ave NE, Minneapolis, MN 55418",mn_minn,1,sand,true,false,false,true,false,45.0283387,-93.2360755,"Single public sand volleyball court."
Brookside Park Sand Volleyball Court,brookside-park-sand-volleyball-court-kansas-city,"200 E 57th St, Kansas City, MO 64113",ks_kc,1,sand,false,false,true,true,true,39.0240688,-94.5859517,"Single reservable sand volleyball court with paid open play."
Roanoke Park Sand Volleyball Court,roanoke-park-sand-volleyball-court-kansas-city,"3601 Roanoke Rd, Kansas City, MO 64111",ks_kc,1,sand,true,false,false,true,true,39.0632710,-94.6009870,"Single public sand volleyball court used for a current 2026 city tournament."
Fox Hill Park Sand Volleyball Court,fox-hill-park-sand-volleyball-court-kansas-city,"1201 NE Chowning Dr, Kansas City, MO 64155",ks_kc,1,sand,true,false,false,true,false,39.2796000,-94.5666230,"Single public sand volleyball court."
Independence Sand Volleyball Courts,independence-sand-volleyball-courts-missouri,"2301 S Crysler Ave, Independence, MO 64052",ks_kc,4,sand,true,false,false,true,true,39.0380480,-94.4340993,"Four first-come public sand volleyball courts."
Fred Thomas Park Sand Volleyball Courts,fred-thomas-park-sand-volleyball-courts-denver,"2400 N Quebec St, Denver, CO 80207",co_denver,2,sand,true,false,true,true,false,39.7542919,-104.9024640,"Two public sand volleyball courts in Denver's live court inventory."
Elyria Park Sand Volleyball Court,elyria-park-sand-volleyball-court-denver,"4809 N Race St, Denver, CO 80216",co_denver,1,sand,true,false,false,true,false,39.7849747,-104.9642181,"Single public sand volleyball court in Denver's live court inventory."
Garland Park Sand Volleyball Courts,garland-park-sand-volleyball-courts-denver,"6300 E Mississippi Ave, Denver, CO 80224",co_denver,4,sand,true,false,true,true,false,39.6940356,-104.9154930,"Four public sand volleyball courts in Denver's live court inventory."
Gates Crescent Park Sand Volleyball Court,gates-crescent-park-sand-volleyball-court-denver,"1901 N Crescent Dr, Denver, CO 80211",co_denver,1,sand,true,false,false,true,false,39.7463310,-105.0163180,"Single public sand volleyball court in Denver's live court inventory."
Green Valley Ranch East Park Sand Volleyball Court,green-valley-ranch-east-park-sand-volleyball-court-denver,"4455 Jebel St, Denver, CO 80249",co_denver,1,sand,true,false,false,true,false,39.7793215,-104.7504478,"Single public sand volleyball court in Denver's live court inventory."
Spangler Neighborhood Park Sand Volleyball Court,spangler-neighborhood-park-sand-volleyball-court-longmont,"200 Mountain View Ave, Longmont, CO 80501",co_denver,1,sand,true,false,true,true,false,40.1813170,-105.0971290,"Single public sand volleyball court."
Stephen Day Neighborhood Park Sand Volleyball Court,stephen-day-neighborhood-park-sand-volleyball-court-longmont,"1340 Deerwood Dr, Longmont, CO 80504",co_denver,1,sand,true,false,true,true,false,40.1824926,-105.0648097,"Single public sand volleyball court."
Left Hand Creek Neighborhood Park Sand Volleyball Court,left-hand-creek-neighborhood-park-sand-volleyball-court-longmont,"1880 Creekside Dr, Longmont, CO 80504",co_denver,1,sand,true,false,true,true,false,40.1368111,-105.1160752,"Single public sand volleyball court."
Valley Neighborhood Park Sand Volleyball Court,valley-neighborhood-park-sand-volleyball-court-longmont,"28 Troxell Ave, Longmont, CO 80501",co_denver,1,sand,true,false,false,false,false,40.1735549,-105.1413330,"Single public sand volleyball court."
Rough and Ready Neighborhood Park Sand Volleyball Court,rough-and-ready-neighborhood-park-sand-volleyball-court-longmont,"301 E 21st Ave, Longmont, CO 80504",co_denver,1,sand,true,false,true,true,false,40.1957869,-105.0888991,"Single public sand volleyball court."
